Id,SalePrice
202,368744.5974
203,433834.5065
204,326968.0631
205,296880.6896
206,342883.716
207,356230.9983
208,305294.249
209,348024.6147
210,260669.6179
211,377661.8292
212,283424.3072
213,257787.653
214,204627.6149
215,211472.7911
216,208563.032
217,410817.2982
218,338926.7938
219,321396.9634
220,282918.9083
221,287041.7695
222,190410.8436
223,194123.3846
224,198938.3729
225,176998.5846
226,190988.1355
227,209945.9076
228,215660.4082
229,217444.8421
230,204629.686
231,265496.4429
232,190300.0131
233,183207.9307
234,164503.1726
235,268284.591
236,165547.2696
237,307182.9313
238,331237.6767
239,244445.2447
240,262518.8562
241,255871.5554
242,252345.6568
243,280017.9129
244,264909.3348
245,389191.7492
246,210319.2032
247,216480.9798
248,267477.998
249,230406.4875
250,276565.4899
251,260094.7426
252,280639.1661
253,227363.6376
254,214935.4533
255,190015.5365
256,191701.2136
257,141570.86
258,218647.9112
259,267758.3496
260,188611.8597
261,134132.267
262,166570.1202
263,227061.0892
264,241662.7062
265,192914.0786
266,158271.9882
267,202708.0507
268,162337.6818
269,161265.6076
270,134794.6324
271,124998.9419
272,101394.3472
273,111711.1176
274,145819.2679
275,107976.699
276,285045.5871
277,234802.8873
278,258650.769
279,205896.419
280,189276.2711
281,179955.0589
282,192209.9653
283,314133.4895
284,224490.2871
285,193854.0223
286,217817.5831
287,216895.3989
288,168168.3137
289,125011.4583
290,253668.922
291,110230.7129
292,155165.1719
293,197918.2426
294,180124.3666
295,131434.5663
296,105124.4333
297,157236.419
298,153054.7371
299,167564.8437
300,146863.1004
301,171833.3095
302,180727.8009
303,96497.79208
304,189854.4369
305,189300.7692
306,233801.5086
307,148650.6512
308,178852.9541
309,176951.6708
310,102043.3855
311,144147.8064
312,122511.1762
313,137593.1303
314,143716.5261
315,139004.7211
316,108019.4193
317,154617.364
318,134189.6989
319,183108.1339
320,119117.9285
321,67345.32882
322,153751.019
323,113992.5274
324,131271.6069
325,159157.7942
326,183779.2439
327,88080.45545
328,109303.8115
329,52625.80344
330,203502.24
331,154002.2676
332,141276.1659
333,187628.4685
334,128085.8223
335,130697.8671
336,136537.3098
337,108970.4343
338,85304.80889
339,122791.969
340,113897.2637
341,144191.798
342,158285.4137
343,136206.0685
344,139018.5846
345,136754.8959
346,169449.5584
347,123776.7071
348,131697.9896
349,152405.5522
350,136953.138
351,122623.5499
352,118206.3753
353,101725.3702
354,38270.55904
355,122086.6155
356,135083.9919
357,173363.5019
358,137531.5003
359,58860.26015
360,147571.3269
361,176124.9431
362,46562.82072
363,143535.6787
364,127825.462
365,100066.0279
366,80101.11635
367,126014.868
368,163775.0277
369,165241.0864
370,144355.2701
371,66971.9064
372,143133.8313
373,128947.5464
374,122223.6491
375,121809.216
376,75463.5029
377,111069.515
378,126623.2919
379,137100.5077
380,104594.0544
381,92661.18791
382,107045.6474
383,140952.8748
384,125027.3039
385,156912.4527
386,161148.834
387,44513.69096
388,126829.7709
389,114683.8902
390,142030.6049
391,122690.3134
392,128189.8773
393,181874.6057
394,163724.832
395,228533.9789
396,133038.2287
397,132016.4056
398,106674.7266
399,151386.3082
400,105840.5243
401,284581.3996
402,283704.642
403,283720.1215
404,356122.5478
405,356049.9354
406,239737.9216
407,300876.7348
408,224957.5989
409,238247.2152
410,261416.5356
411,191186.6045
412,231002.1227
413,133262.8646
414,185510.4728
415,185716.7697
416,219100.2764
417,208682.9714
418,115068.3934
419,125314.4115
420,249416.5318
421,250249.4733
422,184968.9425
423,207784.8366
424,235344.5933
425,278643.7944
426,232202.1048
427,276328.6404
428,175710.0599
429,92253.95846
430,132780.0662
431,84470.68694
432,130223.2824
433,114541.4677
434,119435.5982
435,127194.6558
436,96573.11483
437,118701.2003
438,168277.0938
439,134600.9062
440,151136.3748
441,121392.7813
442,196781.6957
443,118574.2628
444,191721.5476
445,135901.4519
446,196893.9143
447,114373.4878
448,144053.0938
449,125401.7666
450,192221.2427
451,274399.0532
452,178165.5602
453,65354.99864
454,305817.6618
455,91562.65818
456,247581.6723
457,136153.1639
458,185222.9076
459,153686.2822
460,367218.9038
461,333162.0206
462,228225.5936
463,206661.809
464,217466.8681
465,370465.8486
466,131627.2476
467,164064.0131
468,119292.5818
469,131711.3358
470,151557.9836
471,146202.3133
472,181324.5347
473,168102.6787
474,168538.5239
475,184622.867
476,175995.5232
477,195484.6636
478,235198.095
479,188924.4029
480,166552.8897
481,191973.6129
482,202931.2455
483,310682.4927
484,364038.0057
485,204698.0585
486,280391.0094
487,173990.4221
488,265084.2441
489,206397.2129
490,281254.403
491,229759.691
492,193185.4136
493,179182.4266
494,120262.4023
495,331596.4289
496,153694.4523
497,301946.2276
498,132075.1757
499,98727.44566
500,125945.6342
501,100928.5133
502,112108.7209
503,98277.23533
504,140289.1618
505,137857.7922
506,287148.2095
507,369735.6202
508,362943.0083
509,339142.4229
510,425278.9396
511,342441.8532
512,307224.893
513,319030.8164
514,423973.5405
515,275244.7941
516,324644.2223
517,305683.2855
518,323458.1819
519,177115.2153
520,335782.7472
521,216515.2103
522,203958.5682
523,189737.3445
524,225028.1219
525,219781.2297
526,200593.9554
527,192219.7333
528,210712.7617
529,228347.5164
530,222813.006
531,234425.8579
532,181630.0186
533,234737.1292
534,177427.4081
535,270648.3266
536,308018.1925
537,276196.8915
538,278197.671
539,299786.0312
540,299376.1871
541,260847.4803
542,267829.9221
543,292017.7601
544,230894.8015
545,223553.3383
546,263440.488
547,233911.6443
548,208657.728
549,221112.1821
550,150622.7728
551,191770.0294
552,186673.3957
553,210104.5117
554,221768.8037
555,204140.7514
556,216290.1407
557,106458.1845
558,130694.6313
559,83181.3856
560,82159.89357
561,192939.3277
562,146931.3026
563,287699.1312
564,324500.4855
565,184906.7323
566,166784.0395
567,157648.9434
568,173528.902
569,264389.8577
570,239383.2581
571,258662.3788
572,260871.7802
573,187458.7773
574,209573.8658
575,229038.641
576,233024.1778
577,329660.2146
578,224457.0182
579,324736.5905
580,289880.0201
581,200844.5225
582,187550.6368
583,176687.9666
584,213665.7751
585,126606.264
586,136538.9406
587,160535.4723
588,131659.6377
589,171371.5402
590,120910.884
591,116320.153
592,149682.7979
593,82681.81461
594,179407.5485
595,148864.1638
596,106069.1108
597,215298.256
598,130259.3981
599,184955.0451
600,179164.261
601,110765.4374
602,117693.0626
603,121936.7553
604,131550.118
605,174981.1729
606,104040.6744
607,134284.9504
608,86158.47375
609,109727.2289
610,88034.00152
611,168878.48
612,145335.0899
613,186660.8222
614,140500.4776
615,118617.6143
616,152525.6268
617,115260.7973
618,143046.5135
619,121623.9928
620,120524.8384
621,111504.5867
622,141884.97
623,101871.1779
624,105527.2544
625,117951.0567
626,134573.2603
627,92815.03222
628,79267.65849
629,144920.9129
630,92483.48483
631,140123.683
632,173889.2007
633,142185.9264
634,147118.4
635,89827.33813
636,112178.6437
637,147218.8243
638,26214.56593
639,23692.57113
640,124389.6293
641,143837.9458
642,90891.19284
643,150845.7936
644,162624.7608
645,48486.79323
646,198146.4467
647,124423.3993
648,99421.93831
649,113648.8464
650,145087.7306
651,118601.8058
652,118049.3433
653,126191.8791
654,154387.7267
655,95331.067
656,131088.8169
657,112532.2244
658,110772.1992
659,126840.3525
660,74619.76996
661,100301.7447
662,81604.03575
663,162834.4535
664,144885.6221
665,149239.4667
666,182031.0573
667,140761.3448
668,98075.80131
669,120486.8883
670,144955.2744
671,111154.7518
672,126593.7211
673,123526.115
674,109936.8349
675,64131.63091
676,109218.5557
677,154951.9683
678,158277.8693
679,143256.5822
680,169142.3303
681,121514.9359
682,154826.0676
683,111913.5874
684,137225.1152
685,165847.3665
686,143381.0958
687,148712.2149
688,167670.7195
689,223793.2626
690,128962.6083
691,189903.5781
692,200334.0485
693,111925.9888
694,147656.2675
695,267598.6303
696,243676.6492
697,237479.7777
698,228660.0838
699,197955.211
700,263286.4021
701,356078.0823
702,373353.0613
703,259678.3451
704,188674.5503
705,154331.3511
706,207219.2673
707,188118.9255
708,200284.2692
709,221091.0816
710,166650.9028
711,126070.0454
712,182323.7147
713,226636.8177
714,279076.8532
715,294250.8811
716,242455.1605
717,220417.7739
718,142984.4927
719,189709.3618
720,203559.2761
721,232594.3089
722,201912.3867
723,116297.2945
724,134135.6462
725,147773.0633
726,170940.2757
727,161015.8328
728,304536.6199
729,66796.64147
730,64925.64837
731,88917.98649
732,125660.3383
733,110129.6334
734,98015.00941
735,95131.40512
736,113280.4398
737,167709.0787
738,191140.3955
739,125323.3982
740,146610.1902
741,216377.5001
742,115513.3335
743,141245.3507
744,101465.2037
745,134023.6038
746,191749.7446
747,217231.8332
748,208303.2367
749,122898.2309
750,116626.2261
751,126187.0994
752,119754.3082
753,153150.8211
754,95970.00584
755,141681.8375
756,64482.0676
757,111155.6531
758,114924.5991
759,51221.18109
760,306881.6242
761,270882.0098
762,303011.7336
763,223461.0098
764,106562.9157
765,181764.3263
766,225747.4934
767,286103.0728
768,234283.513
769,146072.6557
770,223679.4586
771,193773.2661
772,193443.684
773,265214.8395
774,241072.7545
775,253361.6264
776,312465.8977
777,192512.4354
778,124368.2791
779,161657.6703
780,146408.3398
781,109858.8019
782,114341.901
783,101709.0565
784,92776.79961
785,143256.4063
786,128563.362
787,116614.3467
788,120376.3031
789,130648.2861
790,86305.42563
791,182451.4194
792,151196.3749
793,173666.2708
794,182481.6171
795,191961.7417
796,194394.8471
797,173047.6283
798,176072.8046
799,121797.4342
800,196272.3512
801,200159.5102
802,342146.383
803,432677.1978
804,137712.3463
805,263038.9899
806,317393.2844
807,380752.9499
808,164991.1811
809,208924.2294
810,218782.4818
811,255005.0757
812,175933.516
813,179576.2199
814,157882.0576
815,216723.6613
816,181331.2742
817,153228.426
818,126440.6597
819,99963.39792
820,176567.939
821,188876.3676
822,116547.42
823,125660.6909
824,132538.6092
825,116220.5107
826,362147.9255
827,273980.7049
828,299375.0442
829,387282.9443
830,318310.9915
831,397336.5596
832,414396.1339
833,341819.9952
834,433436.0425
835,234663.6549
836,352028.5235
837,346799.8828
838,337415.6466
839,293056.7445
840,319148.1401
841,256819.5982
842,249952.0739
843,243881.5958
844,211254.5436
845,208305.7298
846,217048.6292
847,221035.2622
848,305728.8291
849,207642.9324
850,217059.3976
851,191737.9678
852,185627.6119
853,188709.1719
854,199204.8827
855,221996.737
856,197913.3811
857,197931.6133
858,205025.577
859,198374.3802
860,239329.6117
861,210797.57
862,202459.2286
863,205017.6554
864,228148.4307
865,186224.1135
866,213811.2268
867,231674.7353
868,187726.9105
869,186051.5156
870,315256.6073
871,339160.5434
872,298501.3993
873,250420.8725
874,271440.6348
875,283530.1686
876,201926.3819
877,261309.393
878,236333.5087
879,389139.2596
880,206642.3119
881,247411.3874
882,234374.264
883,235211.4489
884,240954.0791
885,216957.5856
886,203802.3121
887,248416.358
888,203712.4522
889,300427.9528
890,278045.2936
891,258860.9311
892,253241.7463
893,143195.2243
894,158700.8902
895,176161.1946
896,213575.5934
897,209357.0895
898,117384.4217
899,124773.455
900,143267.1692
901,259231.8407
902,162207.3762
903,186506.8227
904,232590.8125
905,197054.2361
906,225953.313
907,208128.8185
908,204717.1495
909,169954.9157
910,170484.4927
911,202801.2115
912,296352.8921
913,294860.8422
914,239118.026
915,289738.8366
916,326389.7147
917,150230.8843
918,211233.9565
919,166323.7644
920,167889.1532
921,224006.2586
922,202594.2658
923,250839.5132
924,178321.0621
925,135129.0949
926,123825.1393
927,127100.3874
928,120315.8272
929,152861.7008
930,134904.4755
931,104534.1647
932,177797.6861
933,133369.4246
934,198404.0472
935,150674.2915
936,218065.7395
937,124459.0672
938,79061.04502
939,79375.36478
940,113824.846
941,137465.2458
942,139909.2949
943,153804.7627
944,169240.6105
945,139641.8582
946,131474.7976
947,166379.0481
948,109654.8769
949,195783.3633
950,107373.2325
951,153809.2772
952,116456.3495
953,151085.0337
954,129984.7032
955,131700.4494
956,138099.9039
957,127476.2178
958,130734.6308
959,115709.9021
960,85714.07619
961,102654.4454
962,145604.7494
963,143879.2544
964,185451.1429
965,126686.3115
966,130520.1517
967,183829.6075
968,98378.46018
969,127800.2538
970,87290.85507
971,140557.9996
972,141062.7839
973,128984.2297
974,144657.3229
975,123402.6364
976,98100.57571
977,119446.395
978,120110.4448
979,140789.5267
980,123771.9523
981,96148.07981
982,150317.1755
983,120152.9638
984,110081.9368
985,141688.8143
986,214502.4085
987,137902.984
988,134212.1953
989,156485.4602
990,111996.42
991,198975.828
992,98964.19325
993,114287.0568
994,127077.2943
995,144720.0561
996,127817.2459
997,127397.9123
998,114550.9621
999,149181.1741
1000,122106.4608
1001,129082.0741
1002,144596.3378
1003,170611.6617
1004,138031.4377
1005,122325.742
1006,172682.4141
1007,97016.49469
1008,86046.02606
1009,184025.9967
1010,218515.4396
1011,156217.0364
1012,106959.5673
1013,38420.06798
1014,215169.1597
1015,106139.2551
1016,111808.3867
1017,151406.6053
1018,101873.9669
1019,162586.3447
1020,133518.6263
1021,137751.8757
1022,93219.99081
1023,133339.9118
1024,128767.2767
1025,130316.0928
1026,189916.8972
1027,181523.8193
1028,159703.8068
1029,156126.074
1030,136346.2362
1031,199229.3982
1032,150690.4111
1033,145472.8288
1034,71544.00594
1035,219237.5247
1036,155761.254
1037,96977.84924
1038,82072.66907
1039,117321.3401
1040,146348.921
1041,150531.7204
1042,109488.7176
1043,139366.8954
1044,221288.1255
1045,271105.1205
1046,284388.7172
1047,273963.8972
1048,235729.6233
1049,225793.4253
1050,193661.1572
1051,210311.345
1052,243349.4419
1053,290506.0355
1054,144129.7577
1055,180416.74
1056,128506.6272
1057,148049.7895
1058,229149.4948
1059,226380.888
1060,202362.8056
1061,226985.8805
1062,107919.5947
1063,143350.5404
1064,128883.0724
1065,143607.9342
1066,122612.7937
1067,125624.727
1068,151017.1839
1069,127110.7485
1070,247052.805
1071,226247.9279
1072,214627.8368
1073,247219.5393
1074,269751.398
1075,237274.0583
1076,240802.6145
1077,198922.6596
1078,209851.2368
1079,192738.1386
1080,200891.4737
1081,174366.227
1082,108782.795
1083,119255.46
1084,136057.4185
1085,129518.1558
1086,161417.9561
1087,163041.9366
1088,149797.3388
1089,618130.7678
1090,146685.1523
1091,140394.7661
1092,83855.33806
1093,80843.56582
1094,104341.8549
1095,88225.9534
1096,93736.58492
1097,151257.0175
1098,121500.4208
1099,146284.2209
1100,140288.7372
1101,137861.5833
1102,128293.3881
1103,197553.3602
1104,123671.5219
1105,111504.3625
1106,99567.70791
1107,203498.3069
1108,215043.757
1109,120154.2569
1110,171514.5434
1111,155860.3064
1112,208264.5265
1113,231506.975
1114,153656.553
1115,134757.7678
1116,147970.0939
1117,90353.15607
1118,18484.98525
1119,109547.6985
1120,118841.5464
1121,150337.0061
1122,263203.9472
1123,193447.7931
1124,203741.1637
1125,231066.4244
1126,200511.3413
1127,154245.0609
1128,163467.7895
1129,231531.2393
1130,242434.9524
1131,223378.1531
1132,254769.4015
1133,202517.362
1134,231204.5425
1135,314500.7473
1136,205465.3182
1137,278868.413
1138,348550.2579
1139,91644.48503
1140,151357.6092
1141,65937.05041
1142,76087.86867
1143,77089.28149
1144,67653.71487
1145,157424.2908
1146,235804.0361
1147,209220.4967
1148,177577.9152
1149,120742.6286
1150,102153.8116
1151,164152.5066
1152,135530.4619
1153,113849.9605
1154,179535.997
1155,166655.8956
1156,195495.9082
1157,229887.0573
1158,203078.0714
1159,183015.1797
1160,171684.9723
1161,185665.0217
1162,233806.2129
1163,303260.3306
1164,268934.331
1165,181312.261
1166,165306.3721
1167,388102.847
1168,427532.3621
1169,321287.2033
1170,431290.9552
1171,363731.7893
1172,267260.92
1173,388705.3244
1174,168865.0678
1175,184560.576
1176,221922.7409
1177,261998.0342
1178,181551.62
1179,162173.1107
1180,107384.5636
1181,193994.5685
1182,112249.8686
1183,115646.0924
1184,110713.8879
1185,98510.93264
1186,114883.2676
1187,139754.7296
1188,155599.9481
1189,130762.3995
1190,137275.4138
1191,362528.1625
1192,249053.9352
1193,250981.984
1194,376746.9744
1195,317764.7042
1196,344578.2913
1197,284614.4874
1198,298531.1597
1199,341597.7931
1200,332570.9936
1201,357258.8088
1202,281289.5304
1203,298272.8875
1204,310257.107
1205,289964.0416
1206,196747.5379
1207,203460.4735
1208,195537.531
1209,280891.1309
1210,208498.7799
1211,206002.9956
1212,197954.9268
1213,204371.0976
1214,180284.0886
1215,218876.1728
1216,199200.369
1217,266642.2726
1218,272918.5486
1219,269857.9625
1220,374780.4617
1221,311846.397
1222,439808.4501
1223,296952.3952
1224,320857.6627
1225,249235.6989
1226,281217.8458
1227,229070.8026
1228,214236.3218
1229,368204.1695
1230,201307.8261
1231,144347.272
1232,215634.6482
1233,155019.0849
1234,218125.3195
1235,205403.4111
1236,182972.4338
1237,229797.3875
1238,180982.4696
1239,161449.5067
1240,165628.7867
1241,122043.8952
1242,149483.2749
1243,136106.3401
1244,101023.3478
1245,105146.5541
1246,136338.826
1247,116009.9686
1248,119473.2705
1249,119976.9814
1250,208407.5484
1251,350322.4484
1252,178365.9177
1253,166765.7814
1254,166993.1766
1255,151418.1378
1256,184403.5765
1257,225340.042
1258,158005.6411
1259,202353.3829
1260,136547.0951
1261,176643.8181
1262,163680.3399
1263,125275.9703
1264,127804.4624
1265,135606.0313
1266,158661.0793
1267,195449.0167
1268,143881.2505
1269,137504.1479
1270,135054.0334
1271,120647.1213
1272,157478.5592
1273,142892.3925
1274,137570.692
1275,119433.4894
1276,109452.5929
1277,124854.1984
1278,164771.4071
1279,139948.941
1280,143194.3748
1281,178546.8875
1282,145722.5017
1283,160956.6987
1284,141818.3681
1285,120070.1856
1286,171510.2896
1287,120179.2617
1288,131122.3603
1289,112620.664
1290,123913.1658
1291,222974.84
1292,140959.2952
1293,209607.067
1294,143048.8022
1295,84337.19618
1296,73750.22844
1297,101940.1726
1298,166578.9708
1299,133704.9857
1300,145776.1872
1301,124990.7342
1302,195608.0005
1303,188277.3514
1304,275994.4665
1305,132979.864
1306,70862.84766
1307,98577.05993
1308,123608.0186
1309,160290.7541
1310,105960.4974
1311,112391.6521
1312,193544.612
1313,156296.4871
1314,128390.8912
1315,165496.092
1316,183360.6055
1317,135673.4285
1318,144934.2224
1319,93097.19931
1320,86089.88594
1321,90855.17961
1322,97554.18567
1323,130773.4751
1324,153014.1942
1325,67690.9218
1326,135940.5505
1327,71301.84229
1328,179899.3481
1329,111798.0587
1330,115187.1542
1331,91942.76931
1332,163691.9011
1333,86734.37084
1334,126050.2699
1335,87191.80011
1336,214620.8197
1337,127345.6707
1338,139317.8699
1339,67187.91304
1340,111364.8428
1341,129424.4569
1342,149361.7983
1343,139690.8714
1344,121159.6646
1345,76122.89238
1346,161977.3086
1347,168781.5491
1348,126901.3969
1349,113597.7889
1350,186418.7991
1351,168829.7496
1352,157586.3781
1353,145373.5084
1354,120601.9616
1355,244140.0893
1356,167636.66
1357,138903.9805
1358,188281.9995
1359,130385.2267
1360,120944.8439
1361,194664.2649
1362,295014.566
1363,186663.3488
1364,179205.0741
1365,146057.2496
1366,131241.9401
1367,231188.2793
1368,258145.1984
1369,220023.0794
1370,195768.3776
1371,240534.8524
1372,300189.8408
1373,223876.1776
1374,225271.9205
1375,214251.1238
1376,142356.6872
1377,129185.6708
1378,189133.6877
1379,190239.4466
1380,212834.4986
1381,231969.5026
1382,158806.8615
1383,193663.0665
1384,108711.5678
1385,216234.9841
1386,199765.7477
1387,225319.3985
1388,208471.4668
1389,287317.4988
1390,231081.9698
1391,239287.8792
1392,225862.6287
1393,162456.2333
1394,217483.1632
1395,202010.2238
1396,204600.5392
1397,221175.8614
1398,96129.58877
1399,151198.0834
1400,114747.1172
1401,228006.9723
1402,129842.4204
1403,256387.4625
1404,137498.5286
1405,166100.3012
1406,96462.56848
1407,103782.4826
1408,100976.9538
1409,110168.4681
1410,94118.30345
1411,25490.98428
1412,88480.28327
1413,167208.5155
1414,113615.9367
1415,196370.9296
1416,130763.4955
1417,141866.1815
1418,111144.8116
1419,104118.7303
1420,113194.3656
1421,154360.7028
1422,195509.6528
1423,204628.3334
1424,168971.3965
1425,225277.6204
1426,105237.5811
1427,161572.6941
1428,47830.59133
1429,83956.76808
1430,140813.5778
1431,48917.80498
1432,99327.27241
1433,43876.33056
1434,306991.5322
1435,267490.199
1436,226935.6257
1437,152826.862
1438,237690.486
1439,150264.4696
1440,233081.4062
1441,208748.0971
1442,319459.8425
1443,359538.8029
1444,74223.56094
1445,211042.0585
1446,97157.17002
1447,121881.3088
1448,150685.4263
1449,81329.37287
1450,59422.53377
1451,156134.9342
1452,55161.03491
1453,69846.32962
1454,80615.86884
1455,57142.01317
1456,139976.1917
1457,136045.9911
1458,240987.2299
